Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
,305,100,2,2.3,2.3,8.27,0,0.54
,315,105,3,3.2,3.4,8.9,1,0.71
,315,103,3,2.8,3.3,8.82,1,0.66
,302,99,2,2.3,2.5,8.45,0,0.48
,300,100,2,3.0,3.0,8.78,0,0.48
,299,97,1,2.0,2.0,8.16,0,0.45
,314,103,3,2.9,3.3,8.77,1,0.66
,315,103,3,2.9,3.5,8.96,1,0.65
,319,106,4,3.5,3.9,9.24,1,0.72
,305,103,3,3.7,3.5,9.14,0,0.55
,302,99,2,2.6,2.7,8.54,0,0.49
,295,97,2,3.1,2.8,9.16,0,0.39
,316,102,3,3.1,3.7,9.32,1,0.66
,295,96,1,1.9,1.8,8.28,0,0.4
,336,111,5,4.8,4.9,9.91,1,0.92
,313,102,2,2.8,3.4,9.01,1,0.63
,308,102,2,2.8,3.1,8.86,0,0.55
,316,101,3,2.6,3.7,9.16,1,0.65
,313,104,3,3.3,3.6,8.96,1,0.66
,319,103,3,3.1,3.8,9.41,1,0.69
,321,103,3,3.4,4.1,9.59,1,0.72
,294,97,2,2.6,2.3,8.83,0,0.39
,312,104,3,3.1,3.5,8.77,1,0.64
,325,106,4,4.0,4.3,9.67,1,0.79
,313,104,3,3.0,3.3,8.71,1,0.65
,305,103,3,3.3,3.2,8.86,0,0.55
,321,106,4,3.7,4.1,9.41,1,0.76
,324,104,4,3.8,4.4,9.7,1,0.75
,312,102,3,2.8,3.5,8.89,1,0.64
,299,98,2,2.4,2.5,8.64,0,0.44
,328,107,4,4.0,4.4,9.69,1,0.81
,296,103,4,4.7,4.4,9.74,0,0.4
,293,97,2,3.7,3.1,9.45,0,0.37
,304,101,3,3.1,3.1,8.84,0,0.51
,322,103,3,3.4,4.1,9.59,1,0.72
,331,106,4,4.3,4.7,9.88,1,0.82
,332,107,5,4.3,4.7,9.87,1,0.86
,308,99,2,2.1,2.3,8.55,1,0.55
,322,105,3,3.6,3.9,9.47,1,0.73
,311,102,2,2.7,3.0,8.7,1,0.62
,301,99,2,2.7,2.8,8.68,0,0.49
,306,99,2,2.1,2.4,8.31,1,0.54
,298,101,3,3.9,3.6,9.33,0,0.44
,306,100,2,2.5,2.9,8.48,1,0.55
,318,108,4,4.2,4.2,9.4,1,0.74
,303,101,3,3.3,3.0,9.07,0,0.51
,318,105,3,3.5,3.8,9.25,1,0.7
,312,100,2,2.6,3.3,9.02,1,0.64
,325,106,4,4.1,4.4,9.66,1,0.77
,306,101,2,2.8,3.1,8.74,0,0.55
,317,106,4,3.5,3.6,8.96,1,0.7
,309,103,3,2.9,3.0,8.48,0,0.6
,315,104,3,2.8,3.4,8.89,1,0.63
,317,104,3,3.4,3.6,9.18,1,0.69
,315,103,3,3.0,3.5,9.12,1,0.66
,304,104,3,4.0,3.8,9.16,0,0.53
,312,104,3,3.3,3.6,8.93,0,0.65
,308,102,3,3.0,3.3,8.79,0,0.59
,314,104,3,3.0,3.1,8.82,1,0.65
,305,100,2,2.6,2.7,8.73,0,0.51
,314,102,2,2.6,3.2,8.86,1,0.64
,326,108,4,4.1,4.5,9.71,1,0.81
,314,105,3,3.2,3.4,8.74,1,0.66
,326,109,4,4.1,4.3,9.6,1,0.79
,319,104,3,3.2,3.8,9.21,1,0.71
,313,103,2,2.7,3.2,8.74,1,0.64
,321,105,4,3.5,3.9,9.4,1,0.75
,331,108,4,4.2,4.6,9.83,1,0.83
,293,106,5,4.9,4.8,9.89,0,0.37
,312,102,2,2.7,3.2,8.77,1,0.62
,323,108,4,3.9,4.3,9.51,1,0.78
,316,103,3,3.0,3.8,9.21,1,0.68
,317,101,2,2.8,3.6,9.37,1,0.64
,304,99,2,2.6,2.7,8.52,0,0.53
,302,102,3,3.9,3.7,9.36,0,0.48
,335,109,5,4.6,4.9,9.9,1,0.91
,340,116,5,5.0,5.0,9.92,1,0.96
,309,103,3,3.4,3.4,8.86,0,0.58
,303,110,5,4.9,4.8,9.83,0,0.5
,325,108,4,4.1,4.4,9.63,1,0.8
,339,112,5,4.9,5.0,9.92,1,0.95
,313,104,3,2.9,3.2,8.71,1,0.65
,299,99,2,3.3,3.2,9.03,0,0.45
,297,99,2,3.3,3.1,9.23,0,0.42
,319,103,3,3.1,3.8,9.39,1,0.7
,297,98,2,2.5,2.5,8.62,0,0.43
,313,109,4,4.5,4.4,9.47,0,0.66
,303,97,1,1.8,2.2,8.19,1,0.5
,316,102,3,2.8,3.4,8.99,1,0.65
,296,99,3,4.0,3.6,9.45,0,0.4
,297,96,1,1.8,1.9,8.13,0,0.42
,327,106,4,4.1,4.6,9.76,1,0.81
,335,110,5,4.7,4.8,9.89,1,0.9
,298,103,4,4.5,4.2,9.64,0,0.43
,300,102,3,4.1,3.8,9.36,0,0.47
,302,104,4,4.3,4.0,9.41,0,0.49
,297,96,1,1.7,1.8,7.94,0,0.43
,305,102,3,3.1,3.2,8.82,0,0.55
,298,98,2,2.8,2.7,8.76,0,0.44
,302,98,1,2.0,2.2,8.33,0,0.49
,308,100,2,2.3,2.7,8.42,1,0.57
,320,106,4,3.6,4.0,9.37,1,0.74
,324,107,4,3.9,4.3,9.59,1,0.78
,305,97,1,1.9,2.4,8.39,1,0.5
,307,103,3,3.2,3.3,8.82,0,0.56
,316,100,3,3.0,4.0,9.48,1,0.65
,333,111,5,4.6,4.8,9.87,1,0.89
,304,101,2,2.7,2.6,8.66,0,0.52
,310,100,2,2.3,2.7,8.44,1,0.56
,325,109,4,4.1,4.4,9.64,1,0.79
,301,101,2,3.0,2.8,8.81,0,0.48
,323,102,3,3.4,4.1,9.59,1,0.75
,293,103,4,4.9,4.7,9.86,0,0.37
,318,105,3,3.3,3.5,9.07,1,0.7
,335,114,5,4.8,4.8,9.86,1,0.92
,299,103,4,4.3,4.1,9.58,0,0.45
,328,107,4,4.1,4.4,9.78,1,0.81
,299,102,3,4.1,3.7,9.42,0,0.45
,312,102,2,2.6,3.0,8.54,1,0.62
,294,97,2,2.9,2.4,9.01,0,0.38
,307,103,3,3.3,3.4,8.84,0,0.55
,314,106,4,4.0,4.1,9.31,0,0.66
,300,105,4,4.5,4.2,9.64,0,0.47
,311,104,3,3.2,3.4,8.69,0,0.65
,310,104,3,3.3,3.3,8.72,0,0.63
,299,99,2,2.7,2.7,8.67,0,0.45
,333,104,4,4.3,4.8,9.9,1,0.85
,307,100,2,2.4,2.9,8.56,1,0.57
,299,100,2,3.2,3.0,8.89,0,0.46
,300,99,2,2.6,2.6,8.57,0,0.47
,313,102,2,2.7,3.4,8.74,1,0.63
,321,103,3,3.3,4.3,9.58,1,0.72
,297,99,2,3.5,3.2,9.26,0,0.42
,318,104,3,3.2,3.8,9.25,1,0.72
,306,99,2,2.1,2.6,8.34,1,0.53
,336,113,5,4.8,4.9,9.9,1,0.92
,300,98,2,2.4,2.4,8.44,0,0.47
,310,101,2,2.4,3.0,8.51,1,0.61
,326,107,4,3.9,4.3,9.6,1,0.8
,302,103,4,4.1,3.9,9.38,0,0.49
,320,107,4,3.8,4.0,9.27,1,0.75
,308,104,3,3.5,3.5,8.88,0,0.6
,327,105,4,3.7,4.6,9.75,1,0.79
,319,100,2,2.8,3.9,9.56,1,0.64
,315,102,3,2.7,3.6,9.04,1,0.66
,296,97,2,2.6,2.5,8.67,0,0.41
,305,108,4,4.6,4.6,9.66,0,0.52
,337,110,5,4.8,4.9,9.91,1,0.92
,324,107,4,4.0,4.3,9.55,1,0.81
,302,99,2,2.2,2.4,8.33,0,0.49
,311,99,2,2.4,3.1,8.99,1,0.57
,310,101,2,2.3,3.1,8.51,1,0.6
,316,101,2,2.7,3.4,9.12,1,0.63
,317,104,3,3.4,3.8,9.1,1,0.72
,305,104,4,4.1,3.9,9.33,0,0.54
,328,111,5,4.4,4.5,9.68,1,0.85
,294,96,1,2.2,2.0,8.69,0,0.38
,314,106,3,3.6,3.7,9.03,0,0.65
,297,97,2,2.3,2.3,8.6,0,0.41
,305,104,4,3.9,3.9,9.19,0,0.55
,311,101,2,2.6,3.2,8.85,1,0.62
,334,110,5,4.6,4.8,9.89,1,0.89
,309,104,3,3.6,3.7,8.95,0,0.6
,317,103,3,3.1,3.6,9.12,1,0.66
,312,104,3,3.4,3.5,8.91,0,0.63
,297,96,1,2.1,2.3,8.36,0,0.42
,314,100,2,2.6,3.3,9.09,1,0.6
,319,106,4,3.7,3.9,9.31,1,0.74
,301,102,3,3.6,3.4,9.16,0,0.48
,304,99,2,2.2,2.5,8.29,0,0.51
,310,101,2,2.4,3.0,8.45,1,0.61
,322,106,4,3.9,4.1,9.5,1,0.75
,321,104,4,3.4,4.1,9.57,1,0.74
,299,99,2,3.1,2.9,8.85,0,0.45
,310,102,2,2.6,3.0,8.49,1,0.61
,311,102,3,2.9,3.2,8.76,1,0.64
,319,103,2,2.8,3.6,9.33,1,0.66
,327,109,5,4.4,4.7,9.74,1,0.83
,324,109,4,4.0,4.3,9.49,1,0.81
,295,96,2,2.7,2.6,8.9,0,0.39
,307,109,4,4.6,4.5,9.57,0,0.57
,305,104,3,3.8,3.8,9.13,0,0.53
,310,101,2,2.5,2.8,8.9,1,0.58
,295,95,1,1.5,1.6,8.04,0,0.39
,299,100,2,3.0,2.9,8.87,0,0.45
,323,105,3,3.6,4.2,9.58,1,0.78
,298,98,2,2.6,2.4,8.59,0,0.43
,319,106,4,3.5,3.8,9.2,1,0.73
,305,97,1,1.8,2.4,8.44,1,0.5
,319,100,2,2.7,3.9,9.62,1,0.64
,302,101,3,3.1,3.1,8.73,0,0.5
,310,104,3,3.4,3.6,8.95,0,0.6
,307,104,3,3.6,3.6,8.97,0,0.57
,310,104,3,3.2,3.3,8.7,0,0.62
,310,100,2,2.3,2.8,8.56,1,0.57
,313,101,2,2.6,3.3,8.64,1,0.62
,316,102,2,2.8,3.3,9.06,1,0.65
,305,98,2,2.0,2.6,8.41,1,0.52
,310,101,3,2.7,3.2,8.86,1,0.61
,312,99,2,2.5,3.3,9.17,1,0.61
,295,101,3,4.4,4.1,9.67,0,0.39
,299,99,2,3.1,3.2,9.03,0,0.45
,298,99,2,3.3,3.0,9.08,0,0.43
,305,106,4,4.4,4.3,9.52,0,0.54
,323,106,4,3.9,4.2,9.55,1,0.77
,337,110,5,4.7,5.0,9.91,1,0.91
,309,101,2,2.6,3.0,8.45,1,0.61
,309,100,2,2.4,2.7,8.52,1,0.59
,340,117,5,5.0,5.0,9.92,1,0.96
,308,97,2,1.9,3.0,8.93,1,0.51
,293,96,2,2.7,2.3,8.98,0,0.38
,302,103,3,3.8,3.7,9.22,0,0.5
,296,100,3,3.9,3.4,9.37,0,0.4
,326,105,4,3.9,4.5,9.71,1,0.78
,308,101,2,2.4,2.8,8.39,0,0.57
,300,108,4,4.8,4.6,9.79,0,0.45
,312,103,2,2.8,3.0,8.53,1,0.63
,302,101,2,2.9,2.8,8.67,0,0.49
,308,105,4,4.0,3.8,9.18,0,0.6
,306,104,3,3.5,3.6,8.98,0,0.56
,307,102,2,3.2,3.3,8.87,0,0.57
,311,102,3,2.8,3.2,8.58,1,0.63
,322,105,4,3.7,4.1,9.6,1,0.75
,298,100,3,3.6,3.3,9.19,0,0.43
,307,101,2,2.9,3.2,8.86,0,0.58
,315,105,3,3.2,3.6,8.84,1,0.68
,313,100,2,2.3,3.2,8.94,1,0.59
,296,106,4,4.8,4.7,9.82,0,0.41
,313,98,2,2.2,3.4,9.26,1,0.56
,320,103,3,3.0,3.7,9.35,1,0.68
,313,103,3,2.9,3.3,8.6,1,0.66
,296,101,3,4.2,3.7,9.49,0,0.41
,313,100,2,2.5,3.2,8.9,1,0.62
,309,104,3,3.4,3.5,8.86,0,0.59
,291,95,2,3.4,2.6,9.5,0,0.35
,334,110,5,4.5,4.8,9.88,1,0.88
,296,101,3,4.3,3.9,9.63,0,0.4
,305,102,3,3.5,3.4,8.94,0,0.53
,325,105,4,3.6,4.4,9.67,1,0.78
,307,99,2,2.1,2.6,8.41,1,0.53
,301,108,4,4.8,4.6,9.77,0,0.48
,305,101,2,2.8,2.9,8.61,0,0.54
,320,105,4,3.5,4.1,9.4,1,0.74
,292,95,2,2.9,2.4,9.17,0,0.36
,307,103,3,3.4,3.3,8.79,0,0.58
,300,103,3,4.0,3.6,9.33,0,0.47
,304,101,3,3.0,3.1,8.79,0,0.52
,312,103,3,3.2,3.5,8.88,0,0.64
,312,103,3,2.9,3.1,8.8,1,0.63
,311,104,3,3.2,3.5,8.93,0,0.63
,327,108,4,4.2,4.5,9.73,1,0.84
,326,106,4,3.8,4.3,9.73,1,0.8
,302,103,3,3.9,3.9,9.45,0,0.47
,320,105,3,3.5,3.8,9.44,1,0.73
,298,99,2,2.7,2.6,8.62,0,0.44
,309,107,4,4.4,4.3,9.49,0,0.58
,296,94,1,1.3,1.4,7.55,0,0.4
,312,104,3,3.2,3.4,8.86,0,0.64
,309,103,3,3.1,3.2,8.87,0,0.6
,293,98,2,4.0,3.4,9.59,0,0.37
,302,101,3,3.3,3.2,8.94,0,0.48
,317,106,4,3.7,3.9,9.14,1,0.72
,294,99,3,4.2,3.6,9.57,0,0.38
,318,105,3,3.3,3.6,9.08,1,0.7
,310,103,3,3.0,3.2,8.83,0,0.59
,326,108,5,4.3,4.6,9.76,1,0.83
,317,105,3,3.4,3.6,9.11,1,0.68
,302,102,3,3.4,3.2,8.97,0,0.49
,315,101,2,2.7,3.5,9.21,1,0.62
,319,105,3,3.3,3.6,9.19,1,0.73
,315,103,3,2.9,3.3,8.79,1,0.66
,311,101,2,2.6,3.2,8.93,1,0.59
,320,101,3,3.1,3.9,9.48,1,0.68
,315,103,3,2.9,3.4,8.95,1,0.66
,302,103,3,4.0,3.7,9.3,0,0.5
,316,101,3,2.8,3.8,9.45,1,0.64
,305,100,2,2.4,2.7,8.35,1,0.56
,306,106,4,4.3,4.1,9.36,0,0.55
,314,99,2,2.4,3.4,9.35,1,0.59
,329,108,5,4.4,4.6,9.81,1,0.85
,297,96,1,1.8,2.0,8.08,0,0.44
,298,98,2,2.6,2.6,8.69,0,0.43
,294,96,1,2.1,2.0,8.47,0,0.39
,310,101,2,2.5,3.0,8.55,1,0.6
,300,100,2,3.1,3.0,8.83,0,0.48
,305,99,2,2.1,2.5,8.31,0,0.53
,295,101,4,4.5,4.1,9.69,0,0.39
,330,109,4,4.2,4.6,9.79,1,0.84
,307,102,3,3.3,3.4,8.87,0,0.56
,312,102,3,2.9,3.3,8.89,1,0.64
,314,103,3,2.8,3.2,8.89,1,0.65
,302,99,2,2.3,2.7,8.38,0,0.51
,316,102,3,2.9,3.7,9.27,1,0.65
,317,103,3,2.9,3.7,9.22,1,0.67
,319,102,3,3.2,4.1,9.5,1,0.71
,305,99,2,2.1,2.4,8.34,0,0.52
,333,107,4,4.4,4.8,9.89,1,0.86
,308,103,3,3.5,3.4,8.9,0,0.58
,301,102,3,3.6,3.5,9.03,0,0.51
,299,98,2,2.1,2.2,8.27,0,0.46
,301,96,1,1.6,1.8,7.98,1,0.47
,299,102,3,3.9,3.5,9.29,0,0.45
,315,109,4,4.4,4.3,9.31,0,0.7
,323,106,4,3.7,4.1,9.49,1,0.79
,308,102,3,3.1,3.4,8.83,0,0.58
,304,105,4,4.2,4.1,9.36,0,0.52
,311,102,3,2.9,3.4,8.85,1,0.61
,313,103,3,2.8,3.3,8.73,1,0.64
,301,99,2,2.3,2.6,8.4,0,0.48
,318,103,3,3.2,3.8,9.37,1,0.67
,316,112,5,4.8,4.7,9.68,0,0.72
,324,108,4,3.9,4.1,9.49,1,0.8
,337,111,5,4.8,4.9,9.91,1,0.93
,316,104,3,3.0,3.3,8.94,1,0.68
,315,104,3,3.1,3.4,8.77,1,0.68
,314,105,3,3.4,3.6,8.98,1,0.66
,295,95,1,1.6,1.6,7.94,0,0.39
,305,101,2,2.9,3.0,8.61,0,0.54
,321,107,4,3.8,4.1,9.47,1,0.75
,311,102,3,3.1,3.4,9.07,1,0.61
,311,100,2,2.2,2.7,8.58,1,0.6
,297,100,3,3.9,3.5,9.33,0,0.42
,299,100,2,3.3,3.2,8.93,0,0.46
,298,102,4,4.4,4.2,9.64,0,0.42
,313,102,3,2.6,3.1,8.69,1,0.64
,302,98,2,2.2,2.4,8.37,0,0.48
,329,106,4,4.1,4.6,9.81,1,0.8
,316,103,3,3.1,3.7,8.99,1,0.65
,307,99,2,2.4,3.1,8.79,1,0.55
,329,109,4,4.2,4.4,9.75,1,0.85
,307,100,2,2.1,2.7,8.45,1,0.57
,315,104,3,3.1,3.6,9.03,1,0.67
,315,98,2,2.4,3.8,9.48,1,0.63
,331,109,5,4.3,4.7,9.84,1,0.85
,321,106,4,3.5,4.0,9.33,1,0.75
,312,104,3,3.2,3.3,8.72,1,0.65
,302,98,1,1.8,2.1,7.99,1,0.5
,302,100,2,2.9,2.9,8.74,0,0.5
,328,110,4,4.2,4.4,9.63,1,0.83
,329,109,5,4.4,4.7,9.79,1,0.85
,333,104,4,4.2,4.9,9.9,1,0.85
,299,99,2,2.5,2.4,8.54,0,0.45
,314,99,2,2.3,3.5,9.18,1,0.56
,297,96,1,1.8,1.8,8.17,0,0.42
,308,102,3,3.2,3.4,8.93,0,0.58
,334,110,5,4.7,4.9,9.89,1,0.91
,294,97,2,3.2,2.8,9.21,0,0.39
,320,104,3,3.2,4.0,9.44,1,0.7
,328,105,4,4.1,4.6,9.82,1,0.8
,304,100,2,2.9,3.1,8.84,0,0.52
,309,105,4,4.0,4.0,9.27,0,0.57
,305,102,3,3.4,3.4,8.94,0,0.52
,306,99,2,2.2,2.8,8.5,0,0.53
,297,102,3,4.2,3.9,9.54,0,0.42
,306,104,3,3.6,3.7,9.14,0,0.55
,332,109,5,4.5,4.8,9.85,1,0.88
,315,101,2,2.5,3.5,9.13,1,0.64
,316,103,3,2.8,3.7,9.02,1,0.65
,323,107,4,4.0,4.1,9.52,1,0.78
,338,113,5,4.9,5.0,9.92,1,0.95
,328,106,4,3.6,4.4,9.73,1,0.77
,328,105,4,4.0,4.6,9.83,1,0.81
,325,105,4,3.8,4.3,9.61,1,0.74
,297,104,4,4.6,4.3,9.73,0,0.41
,303,98,2,2.0,2.4,8.43,0,0.49
,338,110,5,4.8,5.0,9.92,1,0.94
,322,108,4,3.9,4.1,9.48,1,0.75
,329,106,4,3.8,4.4,9.72,1,0.79
,305,105,4,4.2,4.0,9.41,0,0.53
,329,106,4,3.9,4.5,9.78,1,0.78
,316,105,3,3.2,3.5,8.92,1,0.7
,313,103,3,2.9,3.4,8.74,1,0.65
,319,103,3,3.2,3.9,9.34,1,0.71
,332,116,5,4.9,4.9,9.87,1,0.89
,335,108,5,4.5,4.8,9.89,1,0.89
,312,106,4,3.9,4.1,9.28,0,0.65
,327,108,4,4.2,4.5,9.73,1,0.82
,306,101,2,2.7,2.9,8.65,0,0.55
,321,102,3,3.0,4.2,9.55,1,0.71
,297,98,2,3.0,2.8,8.9,0,0.42
,302,105,4,4.3,4.1,9.47,0,0.5
,321,106,4,3.4,3.9,9.31,1,0.73
,300,95,1,1.5,1.9,8.07,1,0.45
,319,106,4,3.6,3.9,9.24,1,0.75
,313,100,2,2.5,3.3,8.88,1,0.6
,333,109,5,4.5,4.7,9.86,1,0.89
,309,103,3,3.2,3.5,9.05,0,0.58
,320,105,4,3.3,4.0,9.36,1,0.72
,324,107,4,3.9,4.2,9.49,1,0.78
,291,94,1,2.5,2.0,9.19,0,0.35
,296,98,2,2.8,2.6,8.83,0,0.4
,331,107,4,4.2,4.7,9.84,1,0.83
,307,104,3,3.6,3.6,9.08,0,0.57
,315,100,2,2.5,3.5,9.23,1,0.61
,305,101,2,2.8,2.9,8.68,0,0.53
,307,101,2,2.5,3.0,8.5,0,0.55
,320,103,3,3.2,4.1,9.49,1,0.72
,315,100,2,2.6,3.3,9.21,1,0.63
,323,108,4,4.0,4.1,9.44,1,0.8
,325,105,4,3.8,4.3,9.67,1,0.77
,313,103,2,2.7,3.2,8.63,1,0.64
,320,106,4,3.6,4.0,9.36,1,0.72
,304,102,3,3.1,3.0,8.75,0,0.53
,311,100,2,2.5,3.1,8.96,1,0.56
,312,103,3,3.1,3.5,8.89,1,0.64
,321,106,3,3.3,3.8,9.29,1,0.72
,314,103,3,2.8,3.4,8.81,1,0.66
,291,95,2,3.1,2.7,9.38,0,0.35
,320,107,4,3.7,3.9,9.3,1,0.75
,296,100,3,3.9,3.5,9.41,0,0.41
,302,100,3,3.1,3.1,8.89,0,0.49
,332,107,5,4.2,4.7,9.85,1,0.85
,314,101,2,2.9,3.4,8.99,1,0.62
,309,102,2,2.8,3.0,8.55,0,0.59
,329,108,5,4.2,4.7,9.79,1,0.82
,316,105,3,3.4,3.6,9.04,1,0.7
,313,100,2,2.8,3.7,9.21,1,0.62
,308,101,3,2.8,3.4,8.9,0,0.57
,329,108,4,4.2,4.7,9.79,1,0.87
,306,100,2,2.2,2.6,8.23,1,0.55
,318,104,3,3.1,3.6,9.17,1,0.68
,301,99,2,2.4,2.5,8.49,0,0.47
,303,99,2,2.7,2.9,8.79,0,0.49
,310,103,2,2.9,3.1,8.62,1,0.62
,305,102,3,3.4,3.3,8.93,0,0.53
,326,111,5,4.5,4.4,9.63,1,0.83
,317,104,3,3.3,3.7,9.12,1,0.7
,315,99,2,2.4,3.6,9.32,1,0.62
,327,104,4,3.5,4.4,9.73,1,0.78
,301,104,4,4.5,4.3,9.61,0,0.47
,310,102,2,2.5,2.9,8.56,1,0.6
,297,103,4,4.5,4.2,9.69,0,0.41
,314,99,2,2.5,3.3,9.37,1,0.6
,311,101,2,2.4,3.0,8.54,1,0.6
,321,105,4,3.6,4.0,9.43,1,0.75
,317,106,4,3.6,3.8,9.11,1,0.71
,310,101,2,2.6,3.4,8.8,1,0.6
,318,102,3,2.8,3.6,9.18,1,0.65
,311,101,2,2.5,3.1,8.65,1,0.6
,309,100,2,2.2,2.8,8.54,1,0.55
,306,101,2,2.6,2.6,8.58,0,0.53
,295,99,3,3.8,3.4,9.35,0,0.4
,330,108,5,4.3,4.6,9.79,1,0.85
,317,106,3,3.3,3.6,8.93,1,0.69
,315,102,3,2.9,3.6,9.21,1,0.66
,297,98,2,2.6,2.5,8.55,0,0.43
,315,101,3,2.7,3.5,9.09,1,0.67
,302,101,2,2.9,2.8,8.72,0,0.5
,291,93,1,2.0,1.7,8.87,0,0.35
,329,110,5,4.4,4.5,9.78,1,0.84
,293,95,1,2.4,2.1,8.85,0,0.37
,305,105,4,4.2,4.0,9.33,0,0.55
,325,106,4,3.9,4.5,9.7,1,0.77
,297,99,2,2.9,2.8,8.86,0,0.43
,310,100,2,2.3,2.8,8.38,1,0.59
,304,100,2,2.7,2.8,8.64,0,0.52
,314,104,3,3.2,3.5,8.85,1,0.64
,297,97,1,1.9,1.9,8.19,0,0.43
,300,99,2,2.7,2.6,8.47,0,0.47
,304,104,3,3.8,3.8,9.22,0,0.52
,302,101,3,3.2,3.0,8.85,0,0.49
,304,101,2,2.7,2.9,8.55,0,0.52
,325,106,4,3.9,4.3,9.61,1,0.76
,314,104,3,3.3,3.5,9.11,1,0.68
,296,100,3,3.5,3.3,9.25,0,0.41
,311,101,2,2.5,3.1,8.89,1,0.59
,319,104,3,3.4,3.8,9.23,1,0.72
,328,108,4,4.1,4.5,9.74,1,0.84
,330,105,4,4.0,4.7,9.86,1,0.82
,293,94,1,1.9,1.9,8.49,0,0.36
,323,107,4,3.8,4.1,9.53,1,0.78
,304,99,2,2.5,2.7,8.7,0,0.52
,316,101,2,2.6,3.6,9.26,1,0.63
,306,101,2,2.7,2.9,8.55,0,0.56
,300,101,3,3.5,3.4,9.15,0,0.46
,317,103,3,3.1,3.5,9.15,1,0.67
,318,103,3,3.3,3.8,9.31,1,0.68
,303,101,3,3.2,3.2,8.93,0,0.49
,316,101,3,2.7,3.8,9.31,1,0.65
,296,96,1,1.7,1.8,8.09,0,0.41
,308,107,4,4.3,4.2,9.43,0,0.57
,312,104,3,3.3,3.6,8.82,1,0.64
,311,99,2,2.2,3.0,8.88,1,0.57
,295,98,2,3.4,2.9,9.11,0,0.39
,304,101,2,2.7,2.8,8.54,0,0.53
,337,112,5,4.8,4.9,9.9,1,0.93
,308,99,1,1.9,2.6,8.55,1,0.53
,318,103,3,3.3,3.9,9.19,1,0.71
,310,102,3,2.9,3.1,8.61,0,0.6
,332,107,4,4.2,4.7,9.87,1,0.86
,316,103,3,3.0,3.5,9.01,1,0.64
,298,100,3,3.8,3.4,9.28,0,0.43
,305,99,2,2.1,2.5,8.33,1,0.54
,311,101,2,2.5,3.0,8.52,1,0.61
,304,103,3,4.0,3.8,9.26,0,0.52
,306,103,3,3.4,3.4,8.9,0,0.55
,298,101,3,3.9,3.7,9.38,0,0.43
,315,103,3,2.7,3.3,8.85,1,0.66
,321,106,4,3.5,4.3,9.46,1,0.74
,307,98,2,1.9,2.6,8.56,1,0.52
,300,101,3,3.4,3.2,9.06,0,0.48
,300,110,5,4.9,4.8,9.85,0,0.46
,300,95,1,1.4,1.8,7.86,1,0.45
,335,111,5,4.6,4.8,9.89,1,0.92
,299,96,1,1.7,1.9,7.98,0,0.44
,326,108,4,4.1,4.3,9.58,1,0.81
,312,101,2,2.6,3.1,8.73,1,0.61
,299,102,3,4.0,3.7,9.35,0,0.46
,322,106,4,3.7,4.0,9.4,1,0.74
,304,99,2,2.3,2.5,8.3,0,0.53
,296,99,3,3.9,3.5,9.39,0,0.4
,314,104,3,3.0,3.3,8.84,1,0.65
,324,108,4,4.0,4.4,9.57,1,0.78
,323,107,4,3.8,4.2,9.51,1,0.78
,317,103,3,3.2,3.9,9.2,1,0.68
,315,105,3,3.1,3.5,8.87,1,0.68
,315,103,3,3.2,3.7,9.06,1,0.68
,316,101,3,2.8,3.7,9.28,1,0.63
,304,101,2,2.9,3.0,8.77,0,0.51
,330,108,5,4.5,4.7,9.85,1,0.86
,323,104,3,3.5,4.2,9.63,1,0.73
,308,99,2,2.2,2.7,8.82,1,0.55
,315,101,3,2.8,3.4,9.16,1,0.65
,325,107,4,3.9,4.4,9.6,1,0.79
,311,101,2,2.5,2.9,8.5,1,0.59
,314,99,2,2.4,3.3,9.32,1,0.59
,305,101,2,2.7,3.0,8.73,0,0.52
,313,102,3,2.7,3.5,8.9,1,0.65
,325,107,4,4.1,4.4,9.66,1,0.8
,321,102,3,3.1,3.8,9.53,1,0.66
,304,106,4,4.3,4.1,9.39,0,0.55
,299,98,2,2.3,2.4,8.4,0,0.45
,308,110,5,4.8,4.7,9.72,0,0.56
,319,104,3,3.3,3.8,9.34,1,0.71
,326,110,5,4.3,4.4,9.59,1,0.83
,322,104,4,3.6,4.3,9.61,1,0.73
,310,100,2,2.3,3.0,8.81,1,0.58
,313,101,2,2.5,3.1,9.08,1,0.6
,295,97,2,2.6,2.5,8.79,0,0.4
,311,102,2,2.8,3.1,8.78,1,0.62
,335,112,5,4.7,4.9,9.89,1,0.92
,317,109,4,4.5,4.5,9.51,0,0.72
,312,104,3,3.3,3.5,9.04,0,0.6
,303,101,3,3.2,3.2,8.93,0,0.51
,297,98,2,2.8,2.7,8.79,0,0.43
,309,104,3,3.6,3.6,9.02,0,0.6
,307,98,2,2.1,2.8,8.67,1,0.56
,307,102,3,3.1,3.1,8.84,0,0.56
,317,106,3,3.4,3.7,9.1,1,0.7
,294,97,2,3.0,2.6,9.14,0,0.38
,307,103,3,3.2,3.2,8.87,0,0.56
,323,105,4,3.6,4.1,9.5,1,0.76
,333,107,5,4.4,4.8,9.88,1,0.86
,301,104,4,4.4,4.3,9.55,0,0.49
,310,106,4,4.2,4.2,9.39,0,0.58
,297,98,2,2.6,2.5,8.8,0,0.42
,307,106,4,4.3,4.2,9.4,0,0.55
